Timestamp,Current Position,Firm Name,Commercial or Federal Practice,Title Position,Country,Base Salary (USD),Estimated Annual Bonus (USD),Expected total compensation,Average hours per week of work,Received offer from other company this year
9/29/2021 16:39:59,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,115000,17250,132250,40-49,No
10/1/2021 11:17:47,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,120000,12250,132250,40-49,No
9/30/2021 8:32:00,Yes,EY,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,125000,7300,132300,50-59,No
10/1/2021 15:37:54,Yes,Accenture,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,127500,5000,132500,50-59,No
9/29/2021 14:01:25,Yes,Guidehouse/Navigant,Federal/government Practice,Manager,United States of America,113000,20000,133000,40-49,Yes
9/29/2021 23:33:30,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,126000,7000,133000,50-59,Yes
9/30/2021 18:25:17,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,133000,0,133000,40-49,No
9/29/2021 21:23:02,Yes,Other or Boutique,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,106000,27000,133000,40-49,No
9/29/2021 23:32:00,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,113000,20000,133000,50-59,No
9/29/2021 12:04:32,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,119000,14000,133000,40-49,No
9/29/2021 21:32:53,Yes,PwC,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,120000,13000,133000,40-49,No
9/29/2021 18:00:02,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,123000,10000,133000,40-49,No
10/1/2021 10:58:02,Yes,PwC,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,133000,0,133000,40-49,No
9/30/2021 15:23:40,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125550,7500,133050,40-49,No
9/30/2021 15:23:44,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125550,7500,133050,40-49,No
9/29/2021 10:41:50,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,122132,11000,133132,40-49,No
9/29/2021 16:13:16,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,128000,5300,133300,<40,No
10/1/2021 10:47:02,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,127500,6000,133500,50-59,No
10/5/2021 18:56:51,Yes,Deloitte,Federal/government Practice,Manager,United States of America,116000,18000,134000,40-49,No
9/29/2021 23:40:09,Yes,Grant Thornton,Federal/government Practice,Manager,United States of America,118000,16000,134000,40-49,No
9/29/2021 13:40:37,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,132000,2000,134000,40-49,No
10/5/2021 10:07:25,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,124000,10000,134000,50-59,No
9/29/2021 11:27:20,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,100000,35000,135000,50-59,No
9/29/2021 21:10:54,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,115000,20000,135000,40-49,Yes
9/29/2021 23:26:33,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,115000,20000,135000,70-79,No
9/30/2021 8:38:45,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,115000,20000,135000,60-69,No
9/30/2021 23:50:06,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,120000,15000,135000,40-49,Yes
10/1/2021 12:22:29,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,120000,15000,135000,40-49,No
9/30/2021 17:26:33,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,110000,25000,135000,40-49,No
9/30/2021 16:25:27,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,113000,22000,135000,50-59,No
9/29/2021 12:15:44,Yes,Protiviti,Not Applicable or Don't Know,Manager,United States of America,120000,15000,135000,<40,No
9/29/2021 12:18:12,Yes,Guidehouse/Navigant,Commercial/non-federal Practice,Manager,United States of America,125000,10000,135000,40-49,No
9/30/2021 21:33:17,Yes,Accenture,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,115000,20000,135000,50-59,Yes
10/1/2021 16:47:47,Yes,Accenture,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,120000,15000,135000,50-59,Yes
9/29/2021 10:39:27,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,125000,10000,135000,40-49,No
9/29/2021 12:48:35,Yes,Other or Boutique,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,125000,10000,135000,40-49,No
9/29/2021 14:37:50,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125000,10000,135000,40-49,No
9/29/2021 21:21:02,Yes,RSM,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125000,10000,135000,40-49,No
9/29/2021 23:28:45,Yes,EY Parthenon,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,125000,10000,135000,50-59,Yes
10/2/2021 8:58:42,Yes,KPMG,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125000,10000,135000,40-49,Yes
10/1/2021 14:42:00,Yes,Accenture,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,130000,5000,135000,40-49,No
9/30/2021 20:27:12,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,120000,15000,135000,40-49,No
9/29/2021 20:12:41,No,,,,United States of America,127500,7500,135000,40-49,No
9/29/2021 11:46:52,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,119000,16400,135400,40-49,No
9/29/2021 11:53:07,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,120500,15000,135500,40-49,No
9/29/2021 15:13:07,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,131000,5000,136000,40-49,No
10/6/2021 7:48:57,Yes,IBM,Federal/government Practice,Manager,United States of America,136000,0,136000,50-59,Yes
10/1/2021 21:35:45,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,113000,23000,136000,<40,No
9/29/2021 23:18:16,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,116000,20000,136000,40-49,No
9/29/2021 12:27:14,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,119000,17000,136000,40-49,No
9/29/2021 22:39:29,Yes,Accenture,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,130000,6000,136000,40-49,No
9/29/2021 16:06:53,Yes,Other or Boutique,Not Applicable or Don't Know,Consultant/Associate,United States of America,116674,20000,136674,40-49,No
9/30/2021 15:49:23,No,,,,United States of America,119000,17850,136850,50-59,Yes
9/30/2021 15:39:17,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,125000,12000,137000,40-49,No
10/1/2021 18:05:03,Yes,Accenture,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125000,12000,137000,<40,No
9/29/2021 11:48:13,Yes,Accenture,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,135000,2000,137000,50-59,No
9/29/2021 11:46:23,No,,,,United States of America,135000,2000,137000,<40,No
9/30/2021 15:34:03,Yes,EY,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,131100,6000,137100,40-49,No
9/29/2021 13:49:49,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125000,12500,137500,50-59,Yes
10/5/2021 15:54:31,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125000,12500,137500,50-59,No
10/5/2021 15:00:28,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,128000,10000,138000,50-59,No
9/29/2021 11:08:20,Yes,Deloitte,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,130000,8000,138000,40-49,No
10/1/2021 10:27:35,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,130000,8000,138000,40-49,No
9/30/2021 21:22:39,Yes,KPMG,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,135000,3000,138000,40-49,No
10/1/2021 7:05:50,Yes,Other or Boutique,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,135000,3000,138000,40-49,Yes
9/29/2021 16:22:36,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,119300,19000,138300,50-59,No
9/30/2021 3:36:52,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,118500,20000,138500,50-59,Yes
9/29/2021 13:50:49,Yes,PwC,Federal/government Practice,Manager,United States of America,130000,9000,139000,50-59,No
9/29/2021 19:07:46,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,114000,25000,139000,40-49,No
10/1/2021 11:53:00,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,121000,18500,139500,50-59,No
9/30/2021 16:05:07,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,129899,10000,139899,60-69,No
9/29/2021 22:36:35,Yes,McKinsey,Commercial/non-federal Practice,Analyst,United States of America,115000,25000,140000,60-69,No
9/30/2021 7:37:32,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,105000,35000,140000,60-69,Yes
9/29/2021 11:11:09,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,120000,20000,140000,50-59,No
10/5/2021 21:27:10,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,125000,15000,140000,60-69,Yes
10/1/2021 23:09:00,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,127000,13000,140000,40-49,No
9/29/2021 11:17:02,Yes,Not Applicable,Not Applicable or Don't Know,Consultant/Associate,United States of America,130000,10000,140000,40-49,No
9/29/2021 13:07:38,Yes,KPMG,Commercial/non-federal Practice,Manager,United States of America,125000,15000,140000,50-59,No
9/29/2021 15:47:58,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,130000,10000,140000,50-59,Yes
9/30/2021 8:47:58,Yes,KPMG,Federal/government Practice,Manager,United States of America,130000,10000,140000,50-59,No
9/30/2021 20:08:54,Yes,KPMG,Commercial/non-federal Practice,Manager,United States of America,135000,5000,140000,40-49,Yes
10/1/2021 13:39:50,Yes,Other or Boutique,Federal/government Practice,Manager,United States of America,140000,0,140000,40-49,No
10/1/2021 9:15:34,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,100000,40000,140000,70-79,No
9/29/2021 10:40:25,Yes,Cognizant,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,115000,25000,140000,40-49,No
9/29/2021 11:47:27,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,120000,20000,140000,50-59,No
9/29/2021 16:49:41,Yes,EY Parthenon,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,120000,20000,140000,60-69,No
9/30/2021 8:04:16,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,120000,20000,140000,50-59,Yes
10/1/2021 9:31:12,Yes,Cognizant,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,121000,19000,140000,40-49,No
10/1/2021 12:46:05,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,125000,15000,140000,40-49,No
10/1/2021 17:20:37,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,135000,5000,140000,40-49,No
9/29/2021 19:05:54,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,110000,30000,140000,50-59,No
10/2/2021 18:29:40,No,,,,United States of America,110000,30000,140000,60-69,No
9/30/2021 15:07:18,No,,,,United States of America,125000,15000,140000,<40,No
9/29/2021 10:41:30,No,,,,United States of America,140000,1,140001,<40,No
9/30/2021 21:47:25,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,135100,5000,140100,50-59,No
9/29/2021 17:17:54,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,121900,18500,140400,50-59,No
9/30/2021 6:46:12,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,117135,23719,140854,40-49,Yes
9/29/2021 18:16:14,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,135000,6000,141000,40-49,No
9/29/2021 15:14:40,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,115000,26000,141000,40-49,No
9/29/2021 23:05:16,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,115000,26000,141000,50-59,Yes
9/29/2021 11:12:21,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,129000,12000,141000,40-49,Yes
9/29/2021 12:05:52,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,131000,10000,141000,<40,No
9/29/2021 14:54:13,Yes,McKinsey,Not Applicable or Don't Know,Analyst,United States of America,112000,30000,142000,60-69,No
9/29/2021 11:47:16,Yes,Other or Boutique,Federal/government Practice,Consultant/Associate,United States of America,127000,15000,142000,40-49,No
10/1/2021 13:57:24,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,134000,8000,142000,<40,No
10/1/2021 11:30:42,Yes,KPMG,Not Applicable or Don't Know,Manager,United States of America,132000,10000,142000,<40,Yes
10/1/2021 11:55:15,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,132000,10000,142000,60-69,No
9/29/2021 12:53:43,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,118000,24000,142000,50-59,No
10/1/2021 7:16:40,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,129000,13000,142000,50-59,No
9/29/2021 12:09:05,Yes,PwC,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,132000,10000,142000,50-59,No
9/30/2021 15:20:35,No,,,,United States of America,142000,0,142000,<40,No
9/29/2021 13:22:33,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,135000,7500,142500,40-49,Yes
10/5/2021 8:56:17,Yes,Other or Boutique,Federal/government Practice,Manager,United States of America,124000,18600,142600,40-49,No
10/1/2021 13:33:50,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,108000,35000,143000,50-59,No
9/30/2021 16:02:35,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,133000,10000,143000,50-59,No
10/1/2021 14:25:09,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,137000,6000,143000,40-49,No
10/13/2021 2:18:43,Yes,KPMG,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,130000,13000,143000,50-59,No
9/30/2021 14:53:37,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,131000,12000,143000,50-59,No
9/29/2021 13:09:06,Yes,Infosys,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125000,18750,143750,40-49,No
10/1/2021 20:33:01,Yes,IBM,Commercial/non-federal Practice,Manager,United States of America,141834,2000,143834,50-59,No
10/1/2021 8:40:09,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,129000,15000,144000,50-59,No
9/29/2021 12:51:39,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,144000,0,144000,40-49,Yes
10/6/2021 1:33:56,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,119000,25000,144000,50-59,No
10/1/2021 2:49:43,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125000,19000,144000,50-59,No
10/1/2021 14:04:29,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,135000,9450,144450,40-49,Yes
10/6/2021 7:19:18,Yes,BCG,Not Applicable or Don't Know,Consultant/Associate,United States of America,130000,15000,145000,60-69,No
9/29/2021 16:44:51,Yes,Alvarez & Marsal,Commercial/non-federal Practice,Consultant/Associate,United States of America,85000,60000,145000,60-69,No
10/1/2021 0:18:58,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,130000,15000,145000,50-59,No
10/2/2021 7:12:39,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,115000,30000,145000,50-59,Yes
9/30/2021 8:35:00,Yes,Deloitte,Federal/government Practice,Manager,United States of America,120000,25000,145000,50-59,No
9/30/2021 3:06:42,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,130000,15000,145000,50-59,No
9/29/2021 11:52:28,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,135000,10000,145000,40-49,No
9/29/2021 20:34:05,Yes,Grant Thornton,Commercial/non-federal Practice,Manager,United States of America,135000,10000,145000,40-49,No
10/5/2021 8:32:50,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,135000,10000,145000,50-59,No
9/30/2021 8:18:52,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,120000,25000,145000,60-69,No
10/5/2021 8:41:59,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125000,20000,145000,40-49,No
10/1/2021 14:32:49,Yes,Cognizant,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,130000,15000,145000,60-69,No
9/30/2021 17:08:51,Yes,KPMG,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,145000,0,145000,40-49,No
10/1/2021 9:59:06,Yes,Other or Boutique,Not Applicable or Don't Know,Senior Manager,United States of America,125000,20000,145000,50-59,No
10/4/2021 23:55:48,Yes,Other or Boutique,Not Applicable or Don't Know,Senior Manager,United States of America,140000,5000,145000,50-59,No
10/1/2021 17:45:59,No,,,,United States of America,130000,15000,145000,80,Yes
10/1/2021 11:21:50,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,110800,34450,145250,40-49,No
9/30/2021 20:37:14,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,120000,26000,146000,40-49,Yes
10/1/2021 0:57:28,Yes,KPMG,Commercial/non-federal Practice,Manager,United States of America,131000,15000,146000,40-49,No
10/1/2021 17:25:15,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,138000,8000,146000,50-59,No
9/29/2021 11:15:47,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,141000,5000,146000,40-49,No
10/1/2021 16:09:37,Yes,PwC,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,141000,5000,146000,50-59,No
9/29/2021 11:50:48,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,124000,22000,146000,50-59,Yes
9/30/2021 3:02:30,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,133000,13300,146300,40-49,Yes
10/5/2021 19:57:58,Yes,KPMG,Federal/government Practice,Senior Manager,United States of America,130400,16000,146400,40-49,No
9/29/2021 15:28:09,No,,,,United States of America,128500,18000,146500,40-49,No
10/5/2021 8:36:50,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,134000,12900,146900,50-59,No
9/29/2021 12:14:39,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,127000,20000,147000,50-59,No
10/5/2021 11:06:11,Yes,Deloitte,Federal/government Practice,Manager,United States of America,135000,12000,147000,40-49,No
9/29/2021 22:39:07,Yes,KPMG,Commercial/non-federal Practice,Manager,United States of America,142000,5000,147000,60-69,No
9/30/2021 17:01:20,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,113000,34000,147000,50-59,Yes
9/29/2021 16:37:26,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,135000,12000,147000,40-49,Yes
10/1/2021 14:11:42,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,135000,12000,147000,50-59,Yes
10/11/2021 22:06:54,Yes,IBM,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,144000,3000,147000,40-49,Yes
9/29/2021 10:42:21,Yes,McKinsey,Commercial/non-federal Practice,Consultant/Associate,United States of America,121000,26500,147500,60-69,No
9/29/2021 20:44:39,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,123000,24600,147600,40-49,No
10/5/2021 10:08:20,Yes,Deloitte,Federal/government Practice,Manager,United States of America,122000,26000,148000,50-59,Yes
9/29/2021 10:54:41,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,140000,8000,148000,50-59,Yes
10/5/2021 21:17:31,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,145000,3000,148000,50-59,Yes
9/29/2021 18:59:20,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,148000,0,148000,40-49,No
9/29/2021 12:23:21,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,108000,40000,148000,40-49,Yes
9/29/2021 12:29:43,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,142000,6000,148000,<40,No
9/30/2021 10:27:55,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,143000,5000,148000,40-49,Yes
9/29/2021 12:40:33,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,132500,16000,148500,50-59,Yes
9/30/2021 7:07:14,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,130000,19000,149000,50-59,Yes
9/29/2021 13:37:44,Yes,Other or Boutique,Federal/government Practice,Senior Manager,United States of America,147000,2000,149000,40-49,No
9/29/2021 15:09:55,No,,,,United States of America,130000,19000,149000,40-49,No
9/29/2021 21:02:50,No,,,,United States of America,137000,12000,149000,40-49,No
10/1/2021 12:37:22,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,129900,20000,149900,50-59,No
10/19/2021 1:22:49,Yes,McKinsey,Commercial/non-federal Practice,Analyst,United States of America,115000,35000,150000,60-69,No
10/5/2021 10:48:23,Yes,FTI,Commercial/non-federal Practice,Consultant/Associate,United States of America,120000,30000,150000,60-69,No
10/1/2021 19:53:28,Yes,Not Applicable,Commercial/non-federal Practice,Consultant/Associate,United States of America,125000,25000,150000,60-69,Yes
10/1/2021 20:20:19,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,125000,25000,150000,50-59,No
9/29/2021 15:15:46,Yes,FTI,Commercial/non-federal Practice,Manager,United States of America,130000,20000,150000,50-59,No
9/30/2021 13:13:06,Yes,KPMG,Commercial/non-federal Practice,Manager,United States of America,130000,20000,150000,40-49,No
10/1/2021 9:04:53,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,130000,20000,150000,50-59,No
9/29/2021 23:15:30,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,136000,14000,150000,50-59,No
9/29/2021 11:09:33,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,138000,12000,150000,50-59,No
9/29/2021 22:07:48,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,140000,10000,150000,40-49,No
9/29/2021 23:47:43,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,140000,10000,150000,50-59,No
10/5/2021 10:34:46,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,140000,10000,150000,40-49,Yes
9/29/2021 14:14:20,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,145000,5000,150000,50-59,No
9/29/2021 19:12:54,Yes,IBM,Commercial/non-federal Practice,Manager,United States of America,150000,0,150000,40-49,No
9/29/2021 18:21:59,Yes,Booz Allen Hamilton,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,150000,0,150000,40-49,Yes
10/1/2021 8:47:56,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,120000,30000,150000,40-49,No
9/30/2021 22:15:29,Yes,Not Applicable,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125000,25000,150000,40-49,Yes
9/30/2021 22:19:11,Yes,Other or Boutique,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,125000,25000,150000,50-59,No
10/1/2021 8:37:53,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125000,25000,150000,40-49,No
9/29/2021 14:56:15,Yes,PwC,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,130000,20000,150000,60-69,Yes
9/30/2021 5:22:50,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,130000,20000,150000,40-49,No
9/30/2021 17:09:53,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,130000,20000,150000,40-49,No
10/1/2021 10:52:35,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,136000,14000,150000,40-49,No
9/29/2021 21:37:10,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,140000,10000,150000,40-49,No
9/30/2021 8:58:38,Yes,Accenture,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,140000,10000,150000,40-49,Yes
10/1/2021 16:49:18,No,,,,United States of America,110000,40000,150000,60-69,Yes
9/29/2021 23:09:40,No,,,,United States of America,120000,30000,150000,40-49,Yes
10/16/2021 7:19:39,No,,,,United States of America,125000,25000,150000,50-59,No
9/29/2021 23:47:00,No,,,,United States of America,145000,5000,150000,40-49,No
9/30/2021 21:36:57,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125600,25000,150600,50-59,No
9/30/2021 14:07:55,Yes,IBM,Commercial/non-federal Practice,Manager,United States of America,151000,0,151000,40-49,No
9/30/2021 9:11:36,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,133000,18000,151000,50-59,No
9/29/2021 10:44:54,Yes,PwC,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,142000,9000,151000,40-49,No
9/29/2021 14:59:06,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,138000,13800,151800,40-49,No
10/1/2021 12:57:15,Yes,EY,Not Applicable or Don't Know,Manager,United States of America,132000,20000,152000,50-59,No
9/29/2021 11:46:48,Yes,Deloitte,Federal/government Practice,Manager,United States of America,134000,18000,152000,50-59,No
9/29/2021 13:17:14,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,140000,12000,152000,40-49,No
9/30/2021 16:55:25,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,140000,12000,152000,40-49,Yes
9/29/2021 23:14:11,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,52000,100000,152000,<40,No
9/29/2021 14:26:46,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,143000,9000,152000,50-59,No
9/30/2021 22:28:24,Yes,EY,Commercial/non-federal Practice,Senior Manager,United States of America,144000,8000,152000,50-59,No
9/29/2021 12:37:08,Yes,Not Applicable,Commercial/non-federal Practice,Manager,United States of America,152000,10,152010,40-49,No
